word,sentiment,class
Throw,Neutral,Sports and Recreation
Disinformation,Neutral,Current Events
Guilty,Neutral,Philosophy and Ethics
Typing,Typing,Technology and Gadgets
Thumbs,Typing,Technology and Gadgets
Hurt,Typing,Relationships
Aim,later,Personal Growth and Development
Climate,Support,Current Events
are,Neutral,Philosophy and Ethics
connect,Neutral,Relationships
share,Neutral,Relationships
Craving,"Getting, ready, for, the, game, and, feeling, optimistic",Food and Dining
Denounce,Negative,Culture and Society
Construct,Cool,Work and Career
Glyph,Discover,Technology and Gadgets
Distribute,Neutral,Work and Career
Claiming,Neutral,9. Work and Career
Distributing,Neutral,Work and Career
Atboardroom,Inspiration,Work and Career
Atmsu,Inspiration,Technology and Gadgets
GEC,Neutral,Technology and Gadgets
Severity,Realize,Health and Fitness
Situation,Realize,Culture and Society
Advising,Neutral,Work and Career
Cheerleading,Neutral,Sports and Recreation
Useful,Originality,Work and Career
Originality,Originality,Art and Creativity
Disturbing,Disturbing,Culture and Society
Far,Neutral,Current Events
Ascent,Neutral,Sports and Recreation
Campaigning,Goal,Current Events
Mobilizing,Goal,Work and Career
Rally,Goal,Sports and Recreation
Crashing,Neutral,Sports and Recreation
Rendering,Neutral,Technology and Gadgets
RichardDaw,Insane,Work and Career
Appreciated,Appreciated,Personal Growth and Development
Cruise,Neutral,Travel
Level,Neutral,Work and Career
Died,Decline,Health and Fitness
Freefall,Decline,Sports and Recreation
Expressing,Neutral,Personal Growth and Development
Raise,Efficient,Home and Family
Drops,Efficient,Nature and Environment
Copper,Efficient,Technology and Gadgets
Include,Neutral,Relationships
Account,Funny,Work and Career
Assume,neutral,Work and Career
Presentation,Late,Work and Career
Atquantumverd,Neutral,Technology and Gadgets
Attwitter,Neutral,Technology and Gadgets
Billym,Praise,Sports and Recreation
Flag,Crazy,Culture and Society
Drink,Crazy,Food and Dining
Taste,Neutral,Food and Dining
Atneon,Neutral,Technology and Gadgets
Intense,Neutral,Health and Fitness
Gear,Neutral,Technology and Gadgets
Torque,Neutral,Technology and Gadgets
Photo,Misleading,Technology and Gadgets
TeslaAIBot,Misleading,Technology and Gadgets
Opinionate,Neutral,Philosophy and Ethics
Infer,Overcome,Philosophy and Ethics
Overcome,Overcome,Personal Growth and Development
Dependent,Impressive,Home and Family
Adapting,Adapting,Personal Growth and Development
Kindness,Praising,Philosophy and Ethics
Toyota,Praising,Work and Career
Ignition,Neutral,Technology and Gadgets
Signal,Enthusiastic,Technology and Gadgets
Illegal,Restrict,Culture and Society
Destroyed,Trench,Current Events
Available,Trench,Work and Career
Trench,Trench,Home and Family
Offensive,Defend,Culture and Society
Atwar,Neutral,Current Events
Mapping,Neutral,Travel
Surrounding,Neutral,Nature and Environment
Nourish,Neutral,Health and Fitness
Reinvesting,Neutral,Work and Career
Articulate,Articulate,Art and Creativity
Realistic,Articulate,Personal Growth and Development
Willing,Articulate,Personal Growth and Development
Occupy,Exploration,Culture and Society
Humanity,Exploration,Culture and Society
Render,Neutral,Technology and Gadgets
Satellite,Neutral,Technology and Gadgets
Vastly,Concern,Nature and Environment
Stinky,Frustration,Pets and Animals
FBI,Neutral,Culture and Society
Diplomats,Peace,Culture and Society
War,Peace,Current Events
Bacteria,Powered,7. Health and Fitness
Atlukewearechange,Positive,Culture and Society
Starlink,Launch,Technology and Gadgets
Tricky,Neutral,Philosophy and Ethics
Propulsive,Neutral,Sports and Recreation
Landing,Neutral,Technology and Gadgets
Astronaut,Neutral,Work and Career
Legitimize,Laughing,Culture and Society
Admitting,Recanting,Relationships
Rightists,Recanting,Culture and Society
Hire,Neutral,Work and Career
Aspire,Aspire,Personal Growth and Development
Quote,Neutral,Culture and Society
Back,Neutral,Sports and Recreation
Paige,Neutral,Home and Family
Slam,Neutral,Sports and Recreation
Things,Neutral,Technology and Gadgets
Prefer,Neutral,Relationships
Acclaimed,Neutral,Entertainment
Recommending,Neutral,Work and Career
Prevent,Neutral,Health and Fitness
Dumping,Neutral,Nature and Environment
Fascinate,Neutral,Entertainment
create,Neutral,17. Art and Creativity
develop,Neutral,Personal Growth and Development
programs,Neutral,Technology and Gadgets
robots,Neutral,Technology and Gadgets
Autom,Neutral,Technology and Gadgets
Tiny,Fascinate,Technology and Gadgets
Decrease,Decrease,Health and Fitness
Relevance,Decrease,Current Events
Life,Neutral,Personal Growth and Development
Swim,Neutral,Health and Fitness
Makes,Neutral,Home and Family
Pretzels,Neutral,Food and Dining
Bernie,Impressed,Current Events
NASA,Exciting,Current Events
Angst,Existential,Philosophy and Ethics
Elite,Neutral,Work and Career
Bit,Existential,Technology and Gadgets
Pinion,Restrict,Philosophy and Ethics
Speak,Neutral,Education
Inspiring,Neutral,Personal Growth and Development
Understand,Consent,Personal Growth and Development
Consent,Consent,Relationships
Outrageous,Outrageous,Entertainment
Entertaining,Neutral,Entertainment
Jim,Encouraging,Home and Family
Atylecun,Neutral,Fashion and Style
Go,Neutral,Travel
Involvement,Consent,Work and Career
Success,Excitement,Work and Career
Guaranteed,Excitement,Work and Career
Singing,Neutral,Hobbies and Interests
Advocate,Neutral,Culture and Society
Take,Outrageous,Travel
Walk,Outrageous,Health and Fitness
AI,Neutral,Technology and Gadgets
Excitement,Excitement,Entertainment
Postive,Encouraging,Personal Growth and Development
Wrong,Neutral,Philosophy and Ethics
Quit,Neutral,Work and Career
Stop,Neutral,Health and Fitness
Atsmokeaway,Neutral,Health and Fitness
Celebrate,Encouraging,Entertainment
Discover,Encouraging,Hobbies and Interests
Inspire,Encouraging,Personal Growth and Development
Report,Neutral,Work and Career
Forget,Neutral,Philosophy and Ethics
Mention,Neutral,Current Events
Viral,Laughing,Current Events
Laugh,Laughing,Entertainment
Watch,Laughing,Technology and Gadgets
True,Neutral,Philosophy and Ethics
Atfarzyness,Neutral,Philosophy and Ethics
Interview,Neutral,Work and Career
Evidence,Neutral,Philosophy and Ethics
Moderate,Neutral,Health and Fitness
Tough,Neutral,Personal Growth and Development
Job,Neutral,Work and Career
Atwallstreetsil,Neutral,Work and Career
Verified,Alarming,Technology and Gadgets
Fallen,Alarming,Current Events
Tragic,Alarming,Current Events
Attract,Neutral,Relationships
Engage,Neutral,Relationships
Subscribers,Neutral,Technology and Gadgets
Design,Impressive,Hobbies and Interests
Fashion,Impressive,Fashion and Style
Show,Impressive,Entertainment
Attend,Neutral,Work and Career
Wokeness,Neutral,Culture and Society
Messed,Neutral,Home and Family
Criticize,Hypocrisy,Philosophy and Ethics
Condemn,Hypocrisy,Philosophy and Ethics
Hypocr,Hypocrisy,Culture and Society
Legislate,Neutral,Culture and Society
Nada,Neutral,Philosophy and Ethics
Revise,Neutral,Education
Reject,Neutral,Work and Career
Endorse,Neutral,Work and Career
Eliminate,Neutral,Health and Fitness
Praise,Neutral,Personal Growth and Development
Wow,Neutral,Entertainment
Acknowledgment,Neutral,Philosophy and Ethics
Laughing,Laughing,Entertainment
Attracting,Laughing,Fashion and Style
Official,Laughing,Work and Career
Relevant,Neutral,Current Events
Unveiled,Neutral,Fashion and Style
Lead,Leadership,Work and Career
Influence,Leadership,Culture and Society
Transform,Leadership,Personal Growth and Development
Amazing,Amazing,Fashion and Style
Conducting,Amazing,Work and Career
Silver,Amazing,Fashion and Style
Unfortunate,Unfortunate,Culture and Society
Attesla,Unfortunate,Technology and Gadgets
Sterilize,Criminalize,Health and Fitness
Prison,Criminalize,Culture and Society
Run,Neutral,Sports and Recreation
Poll,Neutral,Current Events
Post,Neutral,Current Events
Support,Neutral,Relationships
Congratulate,Neutral,Relationships
Celebr,Neutral,Culture and Society
Atatla,Neutral,Sports and Recreation
Share,Neutral,Relationships
Woman,Neutral,Culture and Society
Ask,Neutral,Philosophy and Ethics
StevenMarkRyan,Neutral,Personal Growth and Development
Indoctrinated,Neutral,Culture and Society
Better,Neutral,Personal Growth and Development
State,Neutral,Culture and Society
Figured,Neutral,Personal Growth and Development
Meant,Neutral,Philosophy and Ethics
Discuss,Neutral,Culture and Society
Create,Neutral,Art and Creativity
Explore,Neutral,Travel
Anything,Neutral,Anything does not classify into one of the categories.
Wary,Neutral,Relationships
Popular,Neutral,Current Events
Always,Neutral,Philosophy and Ethics
Attack,Negative,Current Events
Deride,Negative,Culture and Society
HODL,Neutral,Technology and Gadgets
Invest,Neutral,Work and Career
Tweet,Neutral,Current Events
doge,Neutral,Personal Growth and Development
appreciate,Neutral,Personal Growth and Development
support,Neutral,Relationships
Answer,Neutral,Fashion and Style
Misery,Neutral,Philosophy and Ethics
Inducing,Neutral,Health and Fitness
Buy,Neutral,Work and Career
Predict,Neutral,Work and Career
JimCramer,Neutral,Work and Career
Joyful,Neutral,Hobbies and Interests
At,Neutral,Current Events
Engaged,Ironic,Relationships
Loves,Ironic,Hobbies and Interests
Despises,Ironic,19. Philosophy and Ethics
Tweeting,Neutral,Technology and Gadgets
Sharing,Neutral,Relationships
Yup,Neutral,Hobbies and Interests
Recognize,Neutral,Personal Growth and Development
Endure,Perseverance,Philosophy and Ethics
Persevere,Perseverance,Personal Growth and Development
Atmusk,Perseverance,Technology and Gadgets
Unconfined,Neutral,Nature and Environment
Work,Neutral,Work and Career
Update,Neutral,Current Events
App,Neutral,Technology and Gadgets
Needed,Neutral,Relationships
Dark,Neutral,Current Events
LOL,Neutral,Entertainment
Applaud,Positive,Culture and Society
Subscribe,Awesome,Technology and Gadgets
See,Awesome,Travel
Mentioning,Neutral,Current Events
Supporting,Neutral,Relationships
Engaging,Neutral,Hobbies and Interests
Appoint,Neutral,Work and Career
Innovate,Neutral,Technology and Gadgets
Reserve,Subscribe,Travel
Connecting,Neutral,Relationships
Interface,Neutral,Technology and Gadgets
Web,Neutral,Technology and Gadgets
Reach,Achieving,Personal Growth and Development
Achieve,Achieving,Personal Growth and Development
Insanely,Achieving,Entertainment
Agree,Neutral,Philosophy and Ethics
Step,Neutral,Work and Career
Time,Neutral,Current Events
Follow,Great,Relationships
Great,Great,Sports and Recreation
Investing,Neutral,Work and Career
Profiting,Neutral,Work and Career
Compounding,Neutral,Technology and Gadgets
Stabilizing,Neutral,Personal Growth and Development
Achie,Neutral,Personal Growth and Development
Atcb,Add,Technology and Gadgets
Doge,Add,Pets and Animals
Approved,Awaiting,Work and Career
Waiting,Awaiting,Work and Career
Love,Positive,Relationships
Adore,Positive,Relationships
Epic,Neutral,Entertainment
Tim,Neutral,Current Events
Sweeney,Neutral,Sports and Recreation
Working,Neutral,Work and Career
Aesthetics,Neutral,Art and Creativity
Tahoe,Neutral,Sports and Recreation
Dress,Neutral,Fashion and Style
Interesting,Neutral,Hobbies and Interests
Currently,Neutral,Current Events
Atrobertkennedyjr,Impressed,Current Events
Advocating,Neutral,Culture and Society
Educating,Neutral,Education - 10. Education
Remove,Neutral,Work and Career
Require,Neutral,Work and Career
AtSpect,Neutral,Culture and Society
Acknowledge,Neutral,Philosophy and Ethics
Appreciate,Neutral,Personal Growth and Development
Recogn,Neutral,Personal Growth and Development
Attasha,Neutral,Pets and Animals
Receive,Charge,Work and Career
Charge,Charge,Work and Career
Atstillgray,Working,Hobbies and Interests
Enable,Thank,Technology and Gadgets
Consider,Thank,Philosophy and Ethics
Apply,Neutral,Work and Career
Followers,Neutral,Technology and Gadgets
Monetize,Neutral,Work and Career
Sick,Neutral,Health and Fitness
Make,Neutral,Work and Career
Atbiirbg,Neutral,Hobbies and Interests
End,Journey,Philosophy and Ethics
Journey,Journey,Travel
Heath,Journey,Health and Fitness
Worldwide,Good,Current Events
Good,Good,Philosophy and Ethics
Accept,Neutral,Philosophy and Ethics
Acknowledging,Neutral,Relationships
the,Neutral,Current Events
proposal,Neutral,Work and Career
Commend,Neutral,Work and Career
Realize,Great,Personal Growth and Development
Improve,Important,Personal Growth and Development
Regulate,Important,Culture and Society
Yeah,Neutral,Entertainment
Paulg,Neutral,Personal Growth and Development
Celebration,Neutral,Entertainment
Reveal,Neutral,Personal Growth and Development
Uncover,Neutral,Current Events
Ex,Neutral,Health and Fitness
Shed,Expose,Home and family
Disinfectant,Expose,Health and Fitness
Puppet,Expose,Entertainment
Anchor,Neutral,Sports and Recreation
Written,Neutral,Education
Memo,Neutral,Work and Career
Erch,Neutral,Nature and Environment
Atwholemarsblog,Neutral,Culture and Society
Explain,Neutral,Education
Bob,Neutral,Work and Career
Action,Neutral,Sports and Recreation
Weinstein,Neutral,Culture and Society
A,Supportive,Nature and Environment
Pulling,Neutral,Sports and Recreation
Talking,Neutral,Culture and Society
Like,Neutral,Hobbies and Interests
Reposting,Neutral,Current Events
Celebrating,Neutral,Home and Family
Enjoying,Neutral,Hobbies and Interests
Acknowled,Neutral,Philosophy and Ethics
Promote,Neutral,Work and Career
Attribute,Excellent,Philosophy and Ethics
Thank,Excellent,Relationships
Excellent,Excellent,Personal Growth and Development
Sell,Neutral,Work and Career
Irrationally,Neutral,Philosophy and Ethics
Sure,Neutral,Philosophy and Ethics
Funded,Neutral,Work and Career
Joins,Neutral,Relationships
Labeled,Neutral,Work and Career
Relishing,Neutral,Food and Dining
Appreciating,Neutral,Personal Growth and Development
Use,Replace,Technology and Gadgets
Ateh,Replace,Food and Dining
Cast,Neutral,Sports and Recreation
Lot,Neutral,Nature and Environment
Optimize,Interesting,Work and Career
Atmeza,Interesting,Philosophy and Ethics
Confirm,Neutral,Work and Career
Marionawfal,Neutral,Home and Family
Collaborate,Neutral,Work and Career
Atalx,Neutral,Current Events
BabylonBee,Entertaining,Entertainment
Progress,Progress,Personal Growth and Development
Fire,Supporting,Current Events
Just,Neutral,Philosophy and Ethics
for,Neutral,Work and Career
fun,Neutral,Entertainment
Did,Neutral,Work and Career
you,Neutral,Personal Information
know,Neutral,Education
Donald,Neutral,Personal Information
Glover,Neutral,Culture and Society
voiced,Neutral,Culture and Society
a,Neutral,Nature and Environment
character,Neutral,Culture and Society
in,Neutral,Current Events
Verification,Neutral,Technology and Gadgets
Impersonation,Neutral,Culture and Society
Scams,Neutral,Culture and Society
Restore,Essential,Health and Fitness
Fund,Essential,Work and Career
Essential,Essential,Health and Fitness
Approve,Frustrated,Relationships
Stuck,Frustrated,Work and Career
To,Neutral,Nature and Environment
Accomplish,Neutral,Work and Career
Mine,Neutral,Home and Family
Pay,Neutral,Work and Career
Existence,Neutral,Philosophy and Ethics
Listen,Neutral,Personal Growth and Development
Connect,Neutral,Relationships
Enjoy,Neutral,Hobbies and Interests
Earn,Neutral,Work and Career
Crazy,Neutral,Hobbies and Interests
Bills,Neutral,Work and Career
Praising,Astonishing,Relationships
Enthusiast,Neutral,Hobbies and Interests
Gordus,Neutral,Philosophy and Ethics
Respect,Respectful,Culture and Society
Appreci,Neutral,Personal Growth and Development
Perfect,Respectful,Personal Growth and Development
Losing,Neutral,Health and Fitness
Funding,Neutral,Work and Career
Guessing,Neutral,Hobbies and Interests
I,Neutral,Personal Growth and Development
had,Neutral,Work and Career
an,Neutral,Nature and Environment
incredible,Neutral,Hobbies and Interests
time,Neutral,Current Events
related,Neutral,Relationships
to,Neutral,Home and Family
leadership,Neutral,Work and Career
Hypocrites,Essential,Culture and Society
Defund,Hostile,Work and Career
ATNPR,Hostile,Current Events
Protest,Hostile,Culture and Society
Accelerating,Revolution,Work and Career
Revolution,Revolution,Current Events
Booster,Revolution,Sports and Recreation
Emphasize,Neutral,Personal Growth and Development
Honor,Neutral,Culture and Society
Invite,Neutral,Relationships
Seriously,Neutral,Philosophy and Ethics
ATCB,Neutral,Work and Career
Misinformation,Neutral,Culture and Society
Censorship,Neutral,Culture and Society
Trojan,Neutral,Sports and Recreation
eBay,Neutral,Technology and Gadgets
Tesla,Neutral,Technology and Gadgets
Singularity,Neutral,Technology and Gadgets
Near,Neutral,Nature and Environment
Achieving,Neutral,Personal Growth and Development
Encourage,Neutral,Relationships
Boeree,Neutral,Philosophy and Ethics
ATMICSolana,Neutral,Technology and Gadgets
Exactly,Neutral,Philosophy and Ethics
Stream,Neutral,Sports and Recreation
Upgrade,Neutral,Technology and Gadgets
Enhance,Neutral,Personal Growth and Development
Globally,Neutral,Current Events
Characters,Neutral,Entertainment
Super,Messed,Sports and Recreation
Greenwald,Messed,Current Events
Surprise,Neutral,Entertainment
Reporters,Neutral,Current Events
BBC,Neutral,Current Events
Penetrating,Penetrating,Philosophy and Ethics
Deep,Penetrating,Philosophy and Ethics
Hard,Penetrating,Work and Career
Know,Neutral,Education
Warning,Neutral,Current Events
NSFW,Neutral,Technology and Gadgets
Attitterdaily,Neutral,Current Events
Host,Neutral,Travel
Silly,Admiring,Entertainment
Special,Admiring,Education
ASuperMarioMovie,Love,Entertainment.
Prioritize,Inspiring,Work and Career
Legacy,Removing,Culture and Society
Blue,Removing,Nature and Environment
Get,Neutral,Work and Career
Examine,Examine,Philosophy and Ethics
Policy,Examine,Culture and Society
Going,Examine,Travel
The,neutral,Culture and Society
three,neutral,Sports and Recreation
most,neutral,Current Events
relevant,neutral,Current Events
action,neutral,Sports and Recreation
words,neutral,Education
describe,neutral,Culture and Society
this,neutral,Current Events
tweet,neutral,Technology and Gadgets
would,neutral,Philosophy and Ethics
be,neutral,Philosophy and Ethics
honor,neutral,Relationships
Catch,"Action, Reporting",Sports and Recreation
Release,"Action, Reporting",Current Events
Sleep,Neutral,Health and Fitness
Friends,Neutral,Relationships
Couch,Neutral,Home and Family
Award,Neutral,Work and Career
Question,Neutral,Philosophy and Ethics
Looks,Adventurous,Fashion and Style
Zombie,Adventurous,Entertainment
Apocalypse,Adventurous,Culture and Society
Illuminate,Illuminate,Art and Creativity
Proceedings,Illuminate,Work and Career
Hopefully,Illuminate,Personal Growth and Development
Admire,Positive,Philosophy and Ethics
Need,Neutral,Personal Growth and Development
Propaganda,Neutral,Culture and Society
Public,Neutral,Culture and Society
Relations,Neutral,Category: Relationships
Sigh,Sigh,Philosophy and Ethics
Atsmokeawayyy,Sigh,Health and Fitness
Theft,Supportive,Culture and Society
Importantly,Supportive,Personal Growth and Development
Massive,Supportive,Current Events
Exclude,Illegally,Culture and Society
Survey,Valid,Work and Career
Dominate,Valid,Sports and Recreation
Valid,Valid,Technology and Gadgets
Pushing,Mislead,Personal Growth and Development
Insist,Mislead,Philosophy and Ethics
Technology,Improving,16. Technology and Gadgets
Economy,Improving,Culture and Society
Lightyears,Improving,Technology and Gadgets
Atlord,Positive,Sports and Recreation
Advantage,Reducing,Work and Career
Help,Reducing,Relationships
Reducing,Reducing,Health and Fitness
Legalize,legalize,Culture and Society
reduce,legalize,7. Health and Fitness
regulate,legalize,Nature and Environment
Optimism,Uplifting,Personal Growth and Development
Uplifting,Uplifting,Personal Growth and Development
PeterD,Uplifting,Personal Information
Hoping,Hope,Personal Growth and Development
Takes,Hope,Travel
Writes,Hope,Work and Career
Party,Party,Entertainment
Drinks,Party,Food and Dining
Internet,Neutral,Technology and Gadgets
Tall,Neutral,Sports and Recreation
Best,Neutral,Work and Career
Intern,Bought,Work and Career
Burnt,Working,Food and Dining
Right,Working,Philosophy and Ethics
Launch,Neutral,Work and Career
Publish,Neutral,Work and Career
Enrich,Prosperous,Personal Growth and Development
Accumulate,Prosperous,Personal Growth and Development
Modernize,Neutral,Technology and Gadgets
Dentistry,Neutral,Work and Career
Impersonating,Condemn,Culture and Society
Deceiving,Condemn,Philosophy and Ethics
U,Neutral,Nature and Environment
Indulge,Neutral,Food and Dining
Atai,Neutral,Nature and Environment
Trending,Excited,Current Events
April,Excited,Current Events
Fix,Neutral,Technology and Gadgets
Duct,Neutral,Technology and Gadgets
Tape,Neutral,Technology and Gadgets
Superglue,Neutral,Technology and Gadgets
Extremists,Outrage,Culture and Society
Dehumanize,Outrage,Culture and Society
Outrage,Outrage,Current Events
Responsible,Responsible,Philosophy and Ethics
Nightmare,Responsible,Personal Growth and Development
Tried,Neutral,Work and Career
Muffle,Neutral,Sports and Recreation
Titter,Neutral,Entertainment
Controversial,Controversial,Culture and Society
Think,Controversial,Philosophy and Ethics
Vote,Controversial,Current Events
Believes,Thinking,Philosophy and Ethics
Thinking,Thinking,Philosophy and Ethics
Agnostic,Thinking,Philosophy and Ethics
Establish,Solved,Work and Career
Abide,Solved,Philosophy and Ethics
Resolve,Solved,Personal Growth and Development
Networking,Laughing,Work and Career
Socializing,Laughing,Culture and Society
Passing,Encouraging,Education
Butter,Encouraging,Food and Dining
CEO,Encouraging,Work and Career
MikeIsaac,Neutral,Personal Growth and Development
David,Neutral,Personal Information
Asinclair,Neutral,Relationships
Precision,Incredible,Work and Career
Aging,Incredible,Health and Fitness
Incredible,Incredible,Entertainment
Corruption,Influence,Culture and Society
Anointed,Influence,Philosophy and Ethics
Rewarded,Rewarded,Work and Career
Long,Rewarded,Travel
Term,Rewarded,Education
Atendwokeness,Neutral,Personal Growth and Development
Material,Follow,Work and Career
Coming,neutral,Home and Family
AttimSweeney,neutral,Hobbies and Interests
Stand,Neutral,Sports and Recreation
Forgetting,Neutral,Personal Growth and Development
Keep,Neutral,Home and Family
ignite,Ignite,Culture and Society
propel,Ignite,11. Culture and Society
physics,Ignite,Education
Oppose,Curious,Philosophy and Ethics
Almost,Neutral,Current Events
S,Neutral,Sports and Recreation
Https,Neutral,Technology and Gadgets
Demonstrates,Neutral,Work and Career
Synchronize,Neutral,Technology and Gadgets
Gratitude,Neutral,Philosophy and Ethics
Attrungtphan,Neutral,Culture and Society
Tbh,Neutral,Relationships
Want,Want,Personal Growth and Development
Must,Want,Philosophy and Ethics
Increase,Competitive,Personal Growth and Development
Subsidize,Competitive,Work and Career
Helping,Decide,Relationships
Decide,Decide,Philosophy and Ethics
Strategy,Neutral,Work and Career
Says,Neutral,Culture and Society
Starship,Neutral,Entertainment
Surprisingly,Neutral,Current Events
Common,Neutral,Culture and Society
Beat,Blame,Sports and Recreation
Blame,Blame,Culture and Society
Pseudoint,Blame,Technology and Gadgets
Easter,Celebrate,Current Events
Awesome,Awesome,Entertainment
Live,Live,Home and Family
Programmed,Live,Technology and Gadgets
Vegan,Live,Food and Dining
Told,Neutral,Fashion and Style
De,Neutral,Nature and Environment
Fact,Neutral,Current Events
Open,Expand,Current Events
Supplement,Expand,7. Health and Fitness
Output,Expand,Work and Career
Chasing,Chasing,Sports and Recreation
Succeeded,Chasing,Work and Career
Epically,Chasing,Sports and Recreation
Weird,Neutral,Culture and Society
Atbillym,Neutral,Sports and Recreation
Allocate,Neutral,Work and Career
Manufacture,Neutral,Work and Career
Leverage,Neutral,Work and Career
Omit,Neutral,Work and Career
Fox,Neutral,Pets and Animals
Await,Approval,Current Events
Compute,Cautious,Technology and Gadgets
Expose,Neutral,Current Events
Disclose,Neutral,Personal Information
Reve,Neutral,Relationships
Challenge,Neutral,Sports and Recreation
Resist,Neutral,Philosophy and Ethics
Believe,Neutral,Philosophy and Ethics
Telling,Neutral,Relationships
Alien,Neutral,Culture and Society
Do,Neutral,Work and Career
Atmarinamed,Neutral,Home and Family
Record,Investigate,Work and Career
Investigate,Investigate,Work and Career
Monitor,Investigate,Technology and Gadgets
Fitness,Neutral,7. Health and Fitness
Rome,Neutral,Travel
Mess,Neutral,Home and Family
Attherabbith,Neutral,Hobbies and Interests
Shield,Neutral,Sports and Recreation
Cancel,Neutral,Work and Career
Gaines,Neutral,Work and Career
Atriley,Neutral,Technology and Gadgets
Proud,Proud,Personal Growth and Development
Canadian,Proud,Culture and Society
Half,Proud,Sports and Recreation
Loyal,Friendly,Relationships
Supportive,Friendly,Relationships
Prosperous,Friendly,Culture and Society
Hesitate,Hesitate,Philosophy and Ethics
Say,Hesitate,Relationships
Might,Hesitate,Philosophy and Ethics
Expand,Stretch,Personal Growth and Development
Break,neutral,Sports and Recreation
Omelette,neutral,Food and Dining
Grows,Neutral,Personal Growth and Development
work,Work,Work and Career
enmity,Work,Culture and Society
effortless,Work,Work and Career
Admiration,Neutral,Relationships
Attest,Neutral,Work and Career
Musk,Neutral,Technology and Gadgets
University,Neutral,Education
Empower,Inspiring,Personal Growth and Development
Recognizing,Mentioning,Personal Growth and Development
Commemorate,Inspiring,Current Events
Made,Neutral,Work and Career
GavinSBaker,Neutral,Personal Growth and Development
Express,Neutral,Work and Career
Accuse,Questioning,Culture and Society
Block,Questioning,Technology and Gadgets
Bootstrap,Questioning,Work and Career
This,Neutral,This: Personal Growth and Development
is,Neutral,Philosophy and Ethics
not,Neutral,Philosophy and Ethics
valid,Neutral,Philosophy and Ethics
Please,Neutral,Pets and Animals
provide,Neutral,Work and Career
AtzubyMusic,Neutral,Entertainment
us,Neutral,Culture and Society
Unite,Neutral,Culture and Society
Point,Neutral,Sports and Recreation
Atdurantquotesbot,Neutral,Philosophy and Ethics
Inform,Neutral,Technology and Gadgets
Communicate,Neutral,Relationships
Atstill,Neutral,Technology and Gadgets
Words,Accurate,Philosophy and Ethics
Scratch,Neutral,Hobbies and Interests
OpenAI,Neutral,Technology and Gadgets
Signed,Neutral,Fashion and Style
Irrelevant,Neutral,Irrelevant
Reconnect,Resolve,Relationships
Apolog,Resolve,Relationships
Insane,Insane,Culture and Society
Atter,Complimenting,Health and Fitness
Protect,Protect,Health and Fitness
Eroded,Protect,Nature and Environment
Reusability,Protect,Technology and Gadgets
Dumbing,Neutral,Education
Likes,Neutral,Hobbies and Interests
Reduce,Neutral,7. Health and Fitness
Impersonate,Neutral,Culture and Society
Network,Neutral,Technology and Gadgets
Trend,Accelerate,Current Events
Accelerate,Accelerate,Work and Career
Atwallstreets,Accelerate,Work and Career
Worst,Frustrated,Philosophy and Ethics
ATSF,Frustrated,Technology and Gadgets
Atamuse,Neutral,Entertainment
Write,Write,Work and Career
Critics,Write,Culture and Society
Demand,Neutral,Work and Career
Scale,Neutral,Health and Fitness
Price,Neutral,Work and Career
Italy,Neutral,Travel
Disappearing,Neutral,Current Events
ATMACCAW,Neutral,Technology and Gadgets
Become,Investment,Personal Growth and Development
Double,Investment,Food and Dining
Sweep,Neutral,Sports and Recreation
Dangle,Neutral,Sports and Recreation
Hurley,Neutral,Sports and Recreation
Scare,Neutral,Nature and Environment
Suppose,Neutral,Philosophy and Ethics
Boring,Neutral,Work and Career
Harassing,Harassing,Relationships
Provocation,Harassing,Culture and Society
Ignite,Neutral,Personal Growth and Development
Patrick,Praise,Personal Information
Atz,Positive,Sports and Recreation
AtevaFox,Neutral,Food and Dining
Misleading,Criticize,Culture and Society
Headline,Criticize,Current Events
AtMiamiHerald,Criticize,Current Events
Honour,Neutral,Culture and Society
Atzubymusic,Trolling,Entertainment
Att,Neutral,17. Art and Creativity
Dismiss,Neutral,Work and Career
Delete,Neutral,Technology and Gadgets
Works,Neutral,Work and Career
Hide,Neutral,Sports and Recreation
Embrace,Neutral,Personal Growth and Development
Awareness,Neutral,Philosophy and Ethics
Cultivate,Neutral,Work and Career
Compliment,Complimenting,Relationships
StephenKing,Complimenting,Entertainment
Stacked,Pending,Sports and Recreation
Approval,Pending,Relationships
Atdaveg,Neutral,Hobbies and Interests
Gradually,Improvement,Education
Successful,Successful,Work and Career
Management,Successful,Work and Career
Optimizing,Neutral,Work and Career
Utilizing,Neutral,Work and Career
Add,neutral,Education
Meanwhile,neutral,Current Events
Participate,Neutral,Sports and Recreation
Finish,Neutral,Work and Career
Functionality,Neutral,Technology and Gadgets
Affiliation,Neutral,Culture and Society
Correcting,Correct,Work and Career
Reporting,Correct,Current Events
Process,Protecting,Work and Career
Uranus,Neutral,Technology and Gadgets
Encounter,Neutral,Culture and Society
Grateful,Neutral,Personal Growth and Development
Check,Correct,Work and Career
Correct,Correct,Education
Reusable,Reusable,Technology and Gadgets
Cool,Neutral,Entertainment
Atpaulg,Positive,Sports and Recreation
Attrungt,Neutral,Pets and Animals
Wonder,Neutral,Philosophy and Ethics
Prepare,Launch,Work and Career
Disconnected,Admiration,Technology and Gadgets
Revolutionize,Achievement,Current Events
Care,Incredible,Work and Career
Link,Neutral,Technology and Gadgets
